Wavelength, Transmission
653.2527881040893, 0.002676399026763754
653.5675340768278, 0.014208966076572072
653.9404777165321, 0.03260062520780682
654.2574798102808, 0.08373706546969784
654.4066572661625, 0.13659825348882704
654.5558347220442, 0.19785010627289723
654.6490706319703, 0.23938389685935602
654.6739335412839, 0.2634371358521872
654.7423065418964, 0.31573894622032017
654.7796009058668, 0.4009041935844727
654.8168952698372, 0.44075985121794314
654.8914839977781, 0.4885866403781075
654.9287783617485, 0.5561314917358837
655.0033670896894, 0.6144466118522245
655.0406614536598, 0.6538827362474479
655.1152501816007, 0.7088415904578123
655.1898389095415, 0.7671567105741531
655.2830748194676, 0.8093897232243569
655.3390163654233, 0.8418336269821292
655.3763107293937, 0.8925971488100231
655.656018459172, 0.9261979472550828
656.0040991895626, 0.9377668941279562
656.4764944665214, 0.9428267192437843
656.8867324701962, 0.9390127807142656
657.2596761099005, 0.9281642444525235
657.5020894757083, 0.8653274883239643
657.5766782036492, 0.8078514346841177
657.65126693159, 0.758346512570965
657.7258556595309, 0.707163457504824
657.7631500235013, 0.6408772058617891
657.8377387514422, 0.5796253530777189
657.9123274793831, 0.5372524960147661
657.9869162073239, 0.4625755796067901
658.0615049352648, 0.3484625388035907
658.1360936632055, 0.2687512235366498
658.204466663818, 0.21644941316851685
658.266623937102, 0.1817679988067602
658.3971542109986, 0.13575918701233292
658.5649788488655, 0.07492686746650978
658.8707926334231, 0.03398042341359697
659.2773012007008, 0.013842827977738281
659.4973379481263, 0.011157815252957226
659.9739776951673, -2.220446049250313e-16
