Wavelength, QE
351.99051862138134, 0.21130666916163665
356.44406642365334, 0.23867348351575757
360.4522594456981, 0.2614381010651634
364.01509768751566, 0.28227442717252194
368.02329070956046, 0.3039819193459895
372.92219329205966, 0.3338988635985921
377.8210958745588, 0.35971167403872867
382.719998457058, 0.37153311920909454
387.97518486373895, 0.3748980351536356
393.4085131825108, 0.3821185864189095
399.19812532546433, 0.3827481238276616
404.9877374684179, 0.39394891499579593
410.18354323773525, 0.3970650165941497
415.67625219387065, 0.3976941591848342
421.02050955659706, 0.40360873124617597
425.91941213909627, 0.4280534970821572
430.90738567764083, 0.44397919451040935
436.1625720843218, 0.4505776704284085
441.5068294470482, 0.44809742332788793
446.85108680977453, 0.4481045300531043
452.1953441725009, 0.45184266751692614
457.272388667091, 0.4432680482070891
462.8838588979537, 0.45652066939061586
469.11882582113446, 0.47984790268631944
474.4630831838608, 0.4835860401501414
479.80734054658717, 0.4907442891243517
484.88438504117727, 0.49516609355399044
489.8278231016992, 0.4989969737818863
495.84011263476634, 0.5103535206776798
501.1843699974927, 0.5190663657929757
506.5286273602191, 0.5190734725181921
511.8728847229455, 0.5237443676666654
516.7717873054446, 0.53699604128683
522.2941865802619, 0.5470771678971218
527.9056568111246, 0.5501938222407703
533.249914173851, 0.558284828899632
538.5941715365774, 0.566997674014928
543.9384288993037, 0.5676266191965786
549.2826862620302, 0.567633725921795
556.8537175258925, 0.5624203507484704
562.643329668846, 0.5583239158883222
567.9875870315725, 0.5527344765056303
573.5545217844124, 0.5452798178671863
578.7651727130707, 0.5355860670038979
584.0203591197517, 0.5341006429882518
589.3646164824779, 0.533485911257034
595.1542286254315, 0.5229223564499694
600.6766279002488, 0.5124828139979309
606.2880981311115, 0.504282008434476
611.1870007136107, 0.5027961106371488
617.0656838126097, 0.5087735772166557
622.3208702192906, 0.5105217131744677
627.665127582017, 0.5074196276175129
633.0093849447434, 0.496855480583347
639.2443518679243, 0.48567067954694954
644.5886092306505, 0.48132491707712616
652.1596404945129, 0.48009130802498085
656.6131882967849, 0.4807190687524288
662.4028004397385, 0.47699573696614106
668.0142706706013, 0.47190412368485735
673.0022442091458, 0.4663142105204844
678.4355725279177, 0.4602274188180654
684.6705394510984, 0.45028629469453646
689.7475839456885, 0.43723443849837274
695.4481251325966, 0.4245565144940114
701.3268082315956, 0.41747537348839897
706.9382784624584, 0.4117619217506811
712.5052132152982, 0.4046181823404542
717.6267931879111, 0.3931209815080863
722.9710505506374, 0.3794476421917491
728.3153079133638, 0.3676398182447147
733.6595652760902, 0.3589411865798515
739.0038226388166, 0.3601919702179364
744.3480800015429, 0.3589554000302843
749.6923373642694, 0.3527441221911582
755.0365947269956, 0.341558136700558
760.3808520897221, 0.33348134349212905
765.7251094524485, 0.33473212713021405
770.6240120349476, 0.3358579508499107
776.4136241779013, 0.32790611755987
782.648591101082, 0.3229397010878151
787.9928484638083, 0.3092663617714778
793.782460606762, 0.300257403105499
799.5720727497155, 0.29435763672169135
804.4709753322147, 0.29187679739406946
810.2605874751683, 0.2847333540973933
815.6048448378947, 0.27230369169392454
820.8600312445756, 0.2605579331471134
827.1840691238018, 0.25210933976444694
832.6173974425736, 0.24564944498816732
837.8725838492546, 0.2396867840861946
842.9496283438447, 0.22887354633319412
848.5610985747073, 0.21358378236638886
853.9053559374337, 0.20488515070152558
860.2293938166599, 0.19718276346658037
865.2619028332273, 0.1856232603431487
870.8288375860673, 0.17972319784579027
877.1528754652935, 0.17034184677847253
883.3878423884743, 0.16363428262840174
888.6430287951551, 0.15580610635712622
893.5419313776544, 0.1474178016933788
899.1088661304943, 0.13996314305493496
904.4531234932207, 0.129709915248986
910.9107678065151, 0.11728173341327075
916.165954213196, 0.11592067708891163
921.1539277517406, 0.11145007314612032
926.6763270265579, 0.1002643245463607
932.2877972574206, 0.0955458143389376
938.5227641806014, 0.08871388249757994
943.7779505872822, 0.08237811852174659
950.1019884665085, 0.07380515744779337
954.5555362687805, 0.07381107971880696
960.523290323825, 0.06598385101089366
966.1347605546877, 0.061389708494757445
971.479017917414, 0.05673302679671688
976.8232752801404, 0.050832668185808005
981.7221778626396, 0.04661068118016998
987.4227190495477, 0.03915620020985644
992.4106925880924, 0.03934938469032201
997.3095951705915, 0.034692110765180195
